Nombre,Paquete de Ventas,Caracteristicas
"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5462TS 2 in 1 Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)","Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen","Off Black,2 in 1 Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 9 Octa Core,16 GB,LPDDR4X,Windows 10 Home"
"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5062TS 2 in 1 Gaming Laptop  (13.4 inch, Off Black, 1.30 kg, With MS Office)","Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Stylus Pen","Off Black,2 in 1 Gaming Laptop,Processing & Multitasking, Gaming,AMD,Ryzen 9 Octa Core,32 GB,LPDDR4X,Windows 10 Home"
"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5518 Thin and Light Laptop  (15.6 inch, Silver, 1.65 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Intel EVO Zenbook Flip 13 OLED Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP502TS 2 in 1 Laptop  (13.3 inch, Pine Grey, 1.30 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents, Laptop Sleeve, Stylus, USB-A to RJ45 gigabit ethernet adapter, USB-C to audio jack adapter","Pine Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS VivoBook 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-BR381T Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN258T Gaming Laptop  (15.6 Inch, Black Plastic, 2.3 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black Plastic,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571GT-BN913TS Gaming Laptop  (15.6 inch, Star Black, 2.14 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS TUF Dash F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FX516PM-HN156TS Gaming Laptop  (15.6 inch, Moonlight White, 2 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Moonlight White,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/144 Hz) GP65 Leopard 10SEK-830IN Gaming Laptop  (15.6 inch, Black&Silver, 2.33 kg)","Laptop, Battery, Power Adapter, User Guide","Black&Silver,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS VivoBook 15 Ryzen 3 Dual Core - (4 GB/256 GB SSD/Windows 10 Home) M515DA-BQ312TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Dual Core,4 GB,DDR4,Windows 10 Home"
"HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2016TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) A515-56-5695 Thin and Light Laptop  (15.6 inch, Silver, 1.65 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook  (15.6 inch, Softmint, 1.83 Kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Softmint,Notebook,Processing & Multitasking, Everyday Use,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Windows 10"
"acer Nitro 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) AN515-44/ AN515-44-R9QA / AN515-44-R8VS Gaming Laptop  (15.6 inch, Obsidian Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Obsidian Black,Gaming Laptop,Processing & Multitasking, Gaming,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) vostro 3400/vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Accent Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"HP 14s Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1030AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.58 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10"
"HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15s-DR3500TX Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","Laptop, Power Adapter, User Manual","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"acer Aspire 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R9PX Thin and Light Laptop  (15.6 inch, Silver, 1.76 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R0HB Thin and Light Laptop  (15.6 inch, Silver, 1.76 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"acer Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop  (14 inch, Black, 1.8 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX482EG-KA521TS Thin and Light Laptop  (14 inch, Celestial Blue, 1.62 kg, With MS Office)","Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus","Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 10 Home"
"HP 15s Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0500AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Windows 10 Home"
"HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DQ2535TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX482EA-KA501TS Thin and Light Laptop  (14 inch, Celestial Blue, 1.62 kg, With MS Office)","Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus","Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,LPDDR4X,Windows 10 Home"
"ASUS Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-BQ512TS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Indie Black,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413EA-EB303TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.4 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) PH315-53 Gaming Laptop  (15.6 inch, Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Octa Core i7,16 GB,DDR4,Windows 10 Home"
"DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Softmint,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Laptop  (13.3 inch, Pine Grey, 1.30 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Pine Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Yoga S7 Carbon Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 Carbon 13itl5 Thin and Light Laptop  (13.3 inch, Moon White, 0.996 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Moon White,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4X,Windows 11 Home"
"HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook  (11.6 inch, Indigo Blue, 1.07 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Indigo Blue,Chromebook,Processing & Multitasking,MediaTek,MediaTek Kompanio 500,4 GB,DDR4,Chrome"
"acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) AN515-45-R3TC Gaming Laptop  (15.6 inch, Black, 2.4 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 10 Home"
"DELL Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 14 3400 Laptop  (14 inch, Dune, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Dune,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 81VV008TIN Laptop  (14 inch, Platinum Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10/8 GB Graphics/NVIDIA GeForce RTX 2080 super max-q) 81YU006HIN Gaming Laptop  (15.6 inch, Slate Grey, With MS Office)","Gaming laptop, Adaptor, User manual","Slate Grey,Gaming Laptop,Gaming,Intel,Core i9,16 GB,DDR4,Windows 10"
"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 Kg, With MS Office)","Laptop, Power Adapter, User Manuals","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 520s Laptop  (14 inch, Gold, With MS Office)","Adapter, Laptop","Gold,Laptop,Processing & Multitasking,Intel,Core i5,4 GB,DDR4,Windows 10 Home"
"Lenovo Yoga 6 Ryzen 7 Octa Core 4700U - (16 GB/512 GB SSD/Windows 10 Home) 13ARE05 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.32 Kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Abyss Blue,2 in 1 Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Flex 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop  (14 inch, Carbon Grey, 1.3 kg)","Laptop, Battery, Power Adaptor, User Guide","Carbon Grey,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.77 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-dy2500TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 3 Dual Core 3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-EJ312TSM515D Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","Laptop, Charger and Cables","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Dual Core,4 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Onyx Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"ASUS TUF Gaming F15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 Ti/144 Hz) FX506LU-HN075T Gaming Laptop  (15.6 inch, Black Plastic, 2.30 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black Plastic,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adapter, User Manuals","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-dv0084TX Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","Laptop, Power Adapter, User Manual and Warranty Card","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"HP Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 15s-FQ2071TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 kg, With MS Office)","Laptop, Power Adapter, User Manuals","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adapter, User Manuals","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14itl05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNA3HN/A  (13.3 inch, Silver, 1.29 kg)","MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents","Silver,Thin and Light Laptop,Processing & Multitasking,Apple,M1,8 GB,DDR4,Mac OS Big Sur"
"acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-42G Gaming Laptop  (15.6 inch, Black, 2.15 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Gaming Laptop,Gaming,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Flex 5 14LT05 UA 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents, Stylus Pen","Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1037TU 2 in 1 Laptop  (14 inch, Natural Silver, 1.61 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad S 540 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 540-15IML Thin and Light Laptop  (15.6 inch, Mineral Grey, 1.8 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"lenovo Yoga 9 Core i7 11th Gen Intel EVO - (16 GB/1 TB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Shadow Black, 1.44 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black,2 in 1 Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4X,Windows 10 Home"
"HP 430 G8 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ProBook 430 G8 Business Laptop  (13.3 inch, Pike Silver)","1 x Laptop, 1 x Adapter, 1 x User Instruction Book","Pike Silver,Business Laptop,Gaming, Entertainment, Performance, Processing & Multitasking, Everyday Use, Travel & Business,Intel,Core i5,8 GB,DDR4,Windows 10 Pro"
"DELL INSPIRON Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop  (14.96 Inch, Black, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo Legion Y540 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) Y540-15IRH-PG0 Gaming Laptop  (15.6 inch, Raven Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Raven Black,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Black, 1.58 kg, With MS Office)","Laptop, Power Adaptor, Battery, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop  (15 inch, Accent Black, 1.83 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Accent Black,Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
