Interests,Accessibility,Site Name,Sites Visited,Age_Group,Tour_Duration_Pref,Rating_Category,Response_Speed,Accuracy_Level,VR_Quality,Satisfaction_Level
"Art, Architecture, Nature",True,Taj Mahal,"Machu Picchu, Colosseum, Eiffel Tower",46-55,Media(5-7h),Bajo,Normal,Media,Excelente,Media
Architecture,True,Eiffel Tower,Taj Mahal,18-25,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Art, Nature, Cultural",False,Taj Mahal,"Taj Mahal, Eiffel Tower",26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
Art,False,Eiffel Tower,"Machu Picchu, Eiffel Tower, Great Wall of China",56+,Larga(8-10h),Bajo,Normal,Alta,Excelente,Media
"History, Architecture, Nature",True,Machu Picchu,"Colosseum, Machu Picchu",46-55,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"Architecture, Cultural, Art",False,Colosseum,Colosseum,36-45,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"History, Art, Architecture",True,Great Wall of China,Machu Picchu,36-45,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"Cultural, Architecture",False,Taj Mahal,Eiffel Tower,18-25,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
Architecture,True,Colosseum,Taj Mahal,26-35,Larga(8-10h),Medio,Lento,Media,Buena,Media
History,False,Colosseum,Eiffel Tower,26-35,Media(5-7h),Medio,Lento,Media,Regular,Media
"Cultural, Art",False,Great Wall of China,"Colosseum, Machu Picchu",18-25,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"Cultural, Architecture",True,Great Wall of China,Eiffel Tower,36-45,Media(5-7h),Bajo,Normal,Alta,Excelente,Media
"Cultural, History",False,Colosseum,"Colosseum, Great Wall of China",18-25,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
Nature,True,Great Wall of China,Colosseum,56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
Nature,False,Eiffel Tower,"Great Wall of China, Taj Mahal",56+,Corta(1-4h),Bajo,Normal,Media,Buena,Media
"Architecture, Art",True,Colosseum,Great Wall of China,56+,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Nature, Cultural",False,Eiffel Tower,Eiffel Tower,36-45,Larga(8-10h),Medio,Lento,Media,Buena,Media
"Cultural, Art, History",False,Great Wall of China,"Colosseum, Taj Mahal, Great Wall of China",56+,Corta(1-4h),Medio,Normal,Media,Excelente,Media
Art,True,Colosseum,Machu Picchu,56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
Cultural,False,Taj Mahal,"Colosseum, Great Wall of China",56+,Media(5-7h),Bajo,Normal,Alta,Buena,Media
Cultural,False,Colosseum,"Great Wall of China, Taj Mahal",26-35,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
Nature,True,Taj Mahal,"Taj Mahal, Eiffel Tower, Machu Picchu",18-25,Corta(1-4h),Bajo,Rápido,Media,Excelente,Media
"Nature, Architecture, Art",False,Machu Picchu,"Eiffel Tower, Colosseum, Machu Picchu",26-35,Media(5-7h),Alto,Lento,Media,Buena,Alta
Nature,False,Eiffel Tower,"Machu Picchu, Eiffel Tower, Taj Mahal",46-55,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
"History, Art",True,Taj Mahal,"Great Wall of China, Taj Mahal, Machu Picchu",26-35,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Architecture, History",False,Great Wall of China,"Colosseum, Taj Mahal, Great Wall of China",46-55,Media(5-7h),Alto,Lento,Media,Regular,Alta
"Cultural, Art, Architecture",False,Eiffel Tower,"Taj Mahal, Machu Picchu, Colosseum",46-55,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Cultural, Art, Architecture",False,Eiffel Tower,"Colosseum, Great Wall of China, Machu Picchu",18-25,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"Art, Nature",False,Great Wall of China,"Taj Mahal, Great Wall of China",26-35,Media(5-7h),Medio,Normal,Media,Excelente,Media
"History, Art, Cultural",True,Colosseum,"Colosseum, Great Wall of China",36-45,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"Nature, Cultural",True,Eiffel Tower,Taj Mahal,46-55,Corta(1-4h),Medio,Rápido,Baja,Regular,Media
"History, Cultural, Architecture",True,Great Wall of China,Taj Mahal,26-35,Media(5-7h),Medio,Rápido,Alta,Buena,Media
Cultural,False,Eiffel Tower,"Great Wall of China, Machu Picchu",18-25,Corta(1-4h),Bajo,Rápido,Alta,Excelente,Media
"History, Cultural, Architecture",False,Eiffel Tower,"Great Wall of China, Eiffel Tower, Colosseum",46-55,Corta(1-4h),Medio,Lento,Baja,Buena,Media
"Architecture, Art, History",False,Taj Mahal,"Colosseum, Great Wall of China, Eiffel Tower",26-35,Corta(1-4h),Medio,Lento,Media,Regular,Media
Art,True,Colosseum,"Great Wall of China, Taj Mahal",36-45,Larga(8-10h),Bajo,Normal,Baja,Buena,Media
Nature,False,Colosseum,Colosseum,46-55,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
"Art, Nature, Architecture",True,Great Wall of China,"Great Wall of China, Eiffel Tower",36-45,Media(5-7h),Alto,Rápido,Media,Buena,Alta
Cultural,True,Taj Mahal,Eiffel Tower,46-55,Corta(1-4h),Bajo,Rápido,Alta,Excelente,Media
"Cultural, Art, Nature",False,Great Wall of China,"Machu Picchu, Eiffel Tower",26-35,Media(5-7h),Medio,Lento,Media,Buena,Media
Architecture,True,Great Wall of China,Great Wall of China,36-45,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Cultural, Art, History",True,Machu Picchu,"Great Wall of China, Machu Picchu",56+,Larga(8-10h),Alto,Lento,Alta,Excelente,Alta
"Art, Cultural, Nature",True,Taj Mahal,"Great Wall of China, Taj Mahal",46-55,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
Cultural,True,Eiffel Tower,"Eiffel Tower, Colosseum, Great Wall of China",56+,Media(5-7h),Medio,Lento,Media,Buena,Alta
History,True,Colosseum,"Eiffel Tower, Colosseum",18-25,Larga(8-10h),Medio,Lento,Media,Buena,Media
"History, Nature",True,Colosseum,"Machu Picchu, Eiffel Tower",26-35,Media(5-7h),Alto,Lento,Alta,Buena,Alta
"Cultural, History",False,Machu Picchu,"Taj Mahal, Eiffel Tower, Colosseum",26-35,Corta(1-4h),Medio,Lento,Alta,Buena,Alta
"History, Art, Nature",False,Machu Picchu,"Taj Mahal, Great Wall of China",46-55,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Cultural, Art",False,Machu Picchu,"Eiffel Tower, Machu Picchu",56+,Corta(1-4h),Medio,Normal,Alta,Excelente,Media
"Art, Cultural, Architecture",True,Great Wall of China,Colosseum,46-55,Corta(1-4h),Medio,Normal,Media,Buena,Media
Cultural,True,Great Wall of China,"Eiffel Tower, Machu Picchu",26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
"Cultural, Art",False,Taj Mahal,"Machu Picchu, Eiffel Tower, Colosseum",56+,Media(5-7h),Alto,Normal,Baja,Buena,Alta
Nature,False,Taj Mahal,Eiffel Tower,56+,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Art, Architecture, History",False,Eiffel Tower,Machu Picchu,56+,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
History,True,Colosseum,"Eiffel Tower, Colosseum",26-35,Larga(8-10h),Bajo,Normal,Media,Excelente,Media
"Cultural, Nature",False,Great Wall of China,"Machu Picchu, Eiffel Tower, Colosseum",56+,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"History, Cultural",False,Taj Mahal,"Great Wall of China, Colosseum",18-25,Larga(8-10h),Medio,Rápido,Baja,Excelente,Media
"History, Cultural, Art",True,Machu Picchu,"Taj Mahal, Great Wall of China, Colosseum",56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Art, Cultural",False,Machu Picchu,"Eiffel Tower, Great Wall of China, Taj Mahal",26-35,Media(5-7h),Bajo,Normal,Baja,Buena,Media
"Architecture, Nature",False,Great Wall of China,"Great Wall of China, Eiffel Tower, Taj Mahal",18-25,Media(5-7h),Medio,Lento,Alta,Excelente,Media
History,True,Great Wall of China,"Colosseum, Eiffel Tower, Machu Picchu",26-35,Media(5-7h),Bajo,Normal,Media,Excelente,Media
"Architecture, Cultural",False,Great Wall of China,"Colosseum, Great Wall of China",56+,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"Art, Cultural",False,Great Wall of China,"Machu Picchu, Taj Mahal, Eiffel Tower",56+,Media(5-7h),Alto,Normal,Media,Buena,Alta
"History, Art",True,Eiffel Tower,"Eiffel Tower, Colosseum",56+,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
Cultural,False,Great Wall of China,"Great Wall of China, Eiffel Tower, Taj Mahal",36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
Art,True,Colosseum,"Taj Mahal, Machu Picchu",46-55,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
"Nature, Architecture",True,Great Wall of China,"Taj Mahal, Eiffel Tower, Colosseum",46-55,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
History,False,Taj Mahal,"Taj Mahal, Machu Picchu, Great Wall of China",18-25,Media(5-7h),Bajo,Normal,Alta,Buena,Media
Cultural,True,Great Wall of China,Taj Mahal,26-35,Media(5-7h),Medio,Normal,Media,Excelente,Media
History,True,Taj Mahal,"Colosseum, Great Wall of China, Eiffel Tower",36-45,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
History,False,Eiffel Tower,"Colosseum, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
History,False,Taj Mahal,"Eiffel Tower, Taj Mahal, Great Wall of China",46-55,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Art, History, Architecture",False,Colosseum,"Taj Mahal, Machu Picchu",18-25,Media(5-7h),Medio,Normal,Baja,Excelente,Alta
"Nature, Architecture, History",False,Taj Mahal,"Eiffel Tower, Great Wall of China",56+,Larga(8-10h),Medio,Normal,Media,Excelente,Media
"History, Art, Cultural",True,Taj Mahal,Colosseum,46-55,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
"Nature, Architecture",True,Taj Mahal,"Great Wall of China, Eiffel Tower",46-55,Media(5-7h),Alto,Lento,Media,Buena,Alta
Cultural,False,Machu Picchu,Taj Mahal,56+,Media(5-7h),Bajo,Rápido,Media,Buena,Media
Nature,True,Colosseum,Eiffel Tower,56+,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Art,False,Eiffel Tower,"Taj Mahal, Machu Picchu",18-25,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Cultural, History",False,Taj Mahal,"Great Wall of China, Machu Picchu",18-25,Corta(1-4h),Alto,Normal,Alta,Buena,Alta
"Art, Nature",True,Colosseum,"Taj Mahal, Great Wall of China",36-45,Larga(8-10h),Medio,Lento,Media,Excelente,Media
"History, Architecture",False,Machu Picchu,Machu Picchu,46-55,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
Art,False,Eiffel Tower,"Machu Picchu, Great Wall of China, Eiffel Tower",46-55,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"History, Cultural, Nature",False,Taj Mahal,Machu Picchu,56+,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
Architecture,False,Taj Mahal,Great Wall of China,26-35,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
"Architecture, Art",False,Colosseum,"Great Wall of China, Eiffel Tower",18-25,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Cultural, Art",False,Machu Picchu,"Machu Picchu, Great Wall of China",36-45,Media(5-7h),Bajo,Normal,Media,Excelente,Media
Architecture,True,Eiffel Tower,"Taj Mahal, Eiffel Tower",56+,Larga(8-10h),Alto,Lento,Alta,Buena,Alta
"Cultural, Architecture, History",True,Colosseum,Colosseum,46-55,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
Nature,False,Great Wall of China,Taj Mahal,26-35,Media(5-7h),Alto,Normal,Media,Buena,Alta
"Art, Cultural",False,Machu Picchu,"Taj Mahal, Machu Picchu, Colosseum",36-45,Corta(1-4h),Bajo,Normal,Media,Buena,Media
Architecture,True,Great Wall of China,"Taj Mahal, Eiffel Tower",46-55,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Cultural, Architecture, Nature",True,Great Wall of China,Colosseum,56+,Larga(8-10h),Bajo,Lento,Alta,Buena,Media
"Art, Architecture",True,Taj Mahal,"Machu Picchu, Great Wall of China",36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
History,True,Eiffel Tower,Colosseum,26-35,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"History, Nature, Architecture",False,Machu Picchu,"Colosseum, Great Wall of China",18-25,Corta(1-4h),Bajo,Lento,Media,Buena,Media
"History, Art, Cultural",True,Great Wall of China,"Colosseum, Eiffel Tower",56+,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Cultural, Architecture",False,Colosseum,Machu Picchu,36-45,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
"Art, Architecture, Cultural",True,Great Wall of China,Great Wall of China,26-35,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"Art, Cultural, History",False,Colosseum,"Eiffel Tower, Taj Mahal, Colosseum",26-35,Media(5-7h),Alto,Normal,Media,Buena,Alta
"History, Nature, Cultural",True,Taj Mahal,"Colosseum, Machu Picchu",56+,Corta(1-4h),Bajo,Rápido,Alta,Buena,Media
Nature,True,Colosseum,"Colosseum, Great Wall of China",18-25,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Architecture, History, Cultural",False,Machu Picchu,"Taj Mahal, Colosseum, Eiffel Tower",46-55,Corta(1-4h),Medio,Lento,Alta,Buena,Media
"Architecture, Cultural, Art",False,Colosseum,Colosseum,46-55,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
History,False,Taj Mahal,"Taj Mahal, Eiffel Tower",56+,Corta(1-4h),Medio,Lento,Alta,Buena,Media
Art,False,Great Wall of China,Taj Mahal,36-45,Larga(8-10h),Bajo,Normal,Alta,Buena,Media
"Architecture, History, Cultural",False,Eiffel Tower,"Taj Mahal, Machu Picchu, Colosseum",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Cultural, Nature",True,Machu Picchu,"Great Wall of China, Machu Picchu, Colosseum",56+,Media(5-7h),Medio,Rápido,Alta,Excelente,Media
"Nature, Cultural, Art",False,Colosseum,Machu Picchu,36-45,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"Nature, History",False,Taj Mahal,Taj Mahal,56+,Larga(8-10h),Bajo,Rápido,Alta,Buena,Media
Cultural,True,Great Wall of China,Colosseum,36-45,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, Art",True,Great Wall of China,"Machu Picchu, Eiffel Tower",36-45,Larga(8-10h),Medio,Rápido,Alta,Excelente,Media
"Cultural, History, Nature",True,Machu Picchu,"Eiffel Tower, Great Wall of China, Colosseum",18-25,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Architecture, Nature, History",False,Machu Picchu,"Great Wall of China, Colosseum",26-35,Media(5-7h),Bajo,Normal,Media,Excelente,Media
"Nature, Art",True,Machu Picchu,"Great Wall of China, Colosseum, Taj Mahal",26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
Cultural,False,Colosseum,"Eiffel Tower, Taj Mahal",18-25,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Nature, Architecture, History",True,Machu Picchu,"Machu Picchu, Colosseum, Great Wall of China",46-55,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Cultural,True,Eiffel Tower,"Machu Picchu, Eiffel Tower",56+,Media(5-7h),Medio,Rápido,Media,Buena,Media
"History, Nature, Architecture",True,Taj Mahal,"Eiffel Tower, Machu Picchu",36-45,Larga(8-10h),Medio,Lento,Media,Excelente,Media
"Nature, Art, History",False,Great Wall of China,Machu Picchu,36-45,Larga(8-10h),Medio,Normal,Media,Excelente,Media
"Nature, Architecture, History",False,Machu Picchu,"Machu Picchu, Taj Mahal",36-45,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Nature, Cultural, Architecture",False,Taj Mahal,Colosseum,56+,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"Art, History, Architecture",False,Great Wall of China,"Taj Mahal, Machu Picchu, Eiffel Tower",46-55,Larga(8-10h),Medio,Lento,Alta,Buena,Media
"Architecture, Cultural",False,Machu Picchu,"Colosseum, Taj Mahal",26-35,Media(5-7h),Bajo,Normal,Media,Buena,Media
History,True,Great Wall of China,"Machu Picchu, Colosseum",36-45,Corta(1-4h),Medio,Lento,Media,Excelente,Media
"Cultural, Nature, Architecture",True,Machu Picchu,"Eiffel Tower, Taj Mahal",46-55,Corta(1-4h),Bajo,Lento,Baja,Excelente,Media
"Architecture, Art, Nature",True,Machu Picchu,"Colosseum, Taj Mahal",36-45,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Cultural, Art, Nature",True,Taj Mahal,"Colosseum, Great Wall of China, Eiffel Tower",18-25,Corta(1-4h),Medio,Lento,Media,Buena,Media
"History, Cultural, Nature",True,Taj Mahal,"Great Wall of China, Eiffel Tower",18-25,Corta(1-4h),Bajo,Rápido,Alta,Buena,Media
"History, Nature, Cultural",True,Colosseum,"Great Wall of China, Taj Mahal",56+,Larga(8-10h),Medio,Rápido,Alta,Excelente,Media
"Architecture, History",True,Eiffel Tower,"Great Wall of China, Colosseum",56+,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
Architecture,True,Taj Mahal,"Machu Picchu, Eiffel Tower",46-55,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Art, Architecture",True,Machu Picchu,"Machu Picchu, Colosseum, Taj Mahal",56+,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"Architecture, Cultural, Nature",False,Eiffel Tower,Taj Mahal,26-35,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Architecture, Nature",False,Machu Picchu,"Machu Picchu, Colosseum, Eiffel Tower",26-35,Larga(8-10h),Medio,Normal,Media,Buena,Media
"Nature, Cultural",True,Colosseum,"Great Wall of China, Taj Mahal, Machu Picchu",26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Nature, Cultural",True,Taj Mahal,"Great Wall of China, Eiffel Tower, Machu Picchu",26-35,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
Art,False,Machu Picchu,Machu Picchu,26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Architecture, History, Art",False,Colosseum,Great Wall of China,26-35,Larga(8-10h),Bajo,Lento,Media,Buena,Media
"Cultural, Art, Architecture",True,Eiffel Tower,"Colosseum, Eiffel Tower, Machu Picchu",56+,Larga(8-10h),Medio,Lento,Media,Excelente,Media
Architecture,True,Machu Picchu,Great Wall of China,46-55,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
History,True,Eiffel Tower,Great Wall of China,36-45,Corta(1-4h),Medio,Lento,Media,Excelente,Media
"History, Architecture",True,Colosseum,Taj Mahal,26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
Nature,True,Machu Picchu,"Taj Mahal, Eiffel Tower",26-35,Corta(1-4h),Alto,Normal,Alta,Excelente,Alta
"Cultural, History, Art",False,Eiffel Tower,Great Wall of China,56+,Media(5-7h),Medio,Rápido,Media,Excelente,Media
Nature,False,Machu Picchu,"Machu Picchu, Taj Mahal",36-45,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Cultural, Architecture",False,Taj Mahal,"Great Wall of China, Machu Picchu",46-55,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Art, Nature, Architecture",False,Eiffel Tower,Colosseum,56+,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"Architecture, Nature, Art",False,Taj Mahal,"Machu Picchu, Great Wall of China, Eiffel Tower",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Nature,True,Colosseum,"Taj Mahal, Machu Picchu, Colosseum",56+,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Nature, Architecture, Art",True,Machu Picchu,"Taj Mahal, Eiffel Tower",56+,Media(5-7h),Medio,Lento,Media,Buena,Media
"Cultural, Architecture",False,Machu Picchu,Machu Picchu,18-25,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Art, Nature, History",False,Taj Mahal,"Great Wall of China, Colosseum",56+,Larga(8-10h),Medio,Lento,Media,Regular,Media
"Art, Architecture, Cultural",True,Colosseum,"Great Wall of China, Colosseum",36-45,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
Cultural,True,Taj Mahal,"Colosseum, Eiffel Tower, Great Wall of China",36-45,Larga(8-10h),Alto,Lento,Media,Buena,Alta
History,True,Colosseum,Machu Picchu,36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Nature, Architecture, Art",True,Machu Picchu,"Colosseum, Great Wall of China, Taj Mahal",18-25,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Architecture, Cultural, History",False,Machu Picchu,"Colosseum, Great Wall of China, Machu Picchu",36-45,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Art, Nature, Cultural",False,Colosseum,Great Wall of China,46-55,Corta(1-4h),Medio,Lento,Media,Buena,Media
Cultural,False,Machu Picchu,"Eiffel Tower, Great Wall of China",36-45,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
"Nature, Cultural, History",False,Great Wall of China,"Taj Mahal, Machu Picchu",56+,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
Nature,False,Machu Picchu,Machu Picchu,56+,Larga(8-10h),Medio,Normal,Media,Excelente,Media
"Nature, Art, History",False,Colosseum,Taj Mahal,56+,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
Art,True,Colosseum,Machu Picchu,26-35,Media(5-7h),Bajo,Rápido,Alta,Excelente,Media
Architecture,False,Colosseum,"Taj Mahal, Great Wall of China",56+,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"History, Art",False,Taj Mahal,"Colosseum, Great Wall of China",36-45,Media(5-7h),Medio,Normal,Alta,Excelente,Media
"Nature, Art, Cultural",True,Eiffel Tower,Colosseum,46-55,Larga(8-10h),Alto,Rápido,Media,Excelente,Alta
"History, Nature, Art",True,Great Wall of China,Eiffel Tower,26-35,Corta(1-4h),Alto,Rápido,Alta,Buena,Alta
Cultural,True,Colosseum,"Machu Picchu, Colosseum",26-35,Corta(1-4h),Medio,Normal,Media,Excelente,Media
Art,True,Taj Mahal,Taj Mahal,26-35,Corta(1-4h),Medio,Lento,Media,Excelente,Media
"Architecture, Nature, History",False,Taj Mahal,Eiffel Tower,46-55,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Architecture, Cultural",True,Eiffel Tower,"Great Wall of China, Colosseum",46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
Nature,False,Machu Picchu,"Colosseum, Great Wall of China",36-45,Media(5-7h),Alto,Lento,Alta,Buena,Alta
"Nature, Architecture, History",True,Machu Picchu,Taj Mahal,46-55,Media(5-7h),Medio,Lento,Alta,Buena,Media
Art,False,Great Wall of China,"Eiffel Tower, Taj Mahal, Machu Picchu",46-55,Larga(8-10h),Medio,Rápido,Alta,Excelente,Media
"History, Architecture, Cultural",False,Taj Mahal,"Eiffel Tower, Great Wall of China, Colosseum",56+,Corta(1-4h),Bajo,Lento,Media,Buena,Media
Art,True,Machu Picchu,"Colosseum, Eiffel Tower",36-45,Larga(8-10h),Medio,Normal,Media,Buena,Media
"Art, Nature, Architecture",True,Eiffel Tower,"Machu Picchu, Colosseum",26-35,Corta(1-4h),Alto,Lento,Alta,Excelente,Alta
Nature,False,Taj Mahal,"Colosseum, Machu Picchu, Taj Mahal",18-25,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Architecture, Cultural",True,Eiffel Tower,"Eiffel Tower, Taj Mahal",26-35,Media(5-7h),Medio,Lento,Media,Buena,Media
"Architecture, History",False,Eiffel Tower,"Eiffel Tower, Colosseum, Machu Picchu",36-45,Corta(1-4h),Medio,Lento,Baja,Excelente,Media
