antecedents,consequents,support,confidence,lift
"8 GB, Windows 11 Home","DDR4, Processing & Multitasking",0.1441,0.6834,1.0128
"Black, DDR4, Intel",Processing & Multitasking,0.0583,0.7971,1.0127
"Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",8 GB,0.089,0.5793,1.0127
"Core i5, Intel",DDR4,0.2712,0.8828,1.0125
Core i5,DDR4,0.2712,0.8828,1.0125
8 GB,"Intel, Processing & Multitasking",0.3305,0.5778,1.0119
"Intel, Processing & Multitasking",8 GB,0.3305,0.5788,1.0119
"8 GB, DDR4, Processing & Multitasking",Intel,0.3061,0.7207,1.0109
"8 GB, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.0784,0.881,1.0105
"8 GB, AMD, DDR4",Thin and Light Laptop,0.0742,0.5185,1.0092
"Everyday Use, Intel, Thin and Light Laptop, Windows 11 Home",DDR4,0.054,0.8793,1.0086
"Everyday Use, Processing & Multitasking",Intel,0.0922,0.719,1.0085
Processing & Multitasking,8 GB,0.4534,0.576,1.007
8 GB,Processing & Multitasking,0.4534,0.7926,1.007
Intel,"DDR4, Processing & Multitasking",0.4841,0.679,1.0063
"DDR4, Processing & Multitasking",Intel,0.4841,0.7174,1.0063
"Intel, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.1208,0.6786,1.0056
"8 GB, AMD, DDR4, Windows 10 Home",Processing & Multitasking,0.0561,0.791,1.005
Ryzen 5 Hexa Core,Processing & Multitasking,0.072,0.7907,1.0046
"AMD, Ryzen 5 Hexa Core",Processing & Multitasking,0.072,0.7907,1.0046
"8 GB, Core i3, Windows 11 Home",Processing & Multitasking,0.0678,0.7901,1.0039
"8 GB, Core i3, Intel, Windows 11 Home",Processing & Multitasking,0.0678,0.7901,1.0039
"Core i7, Gaming Laptop, Intel",DDR4,0.0519,0.875,1.0036
"Core i7, Gaming Laptop",DDR4,0.0519,0.875,1.0036
"Everyday Use, Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0519,0.875,1.0036
"16 GB, Gaming",DDR4,0.1038,0.875,1.0036
"8 GB, DDR4, Intel",Processing & Multitasking,0.3061,0.7896,1.0032
"AMD, Windows 10 Home",Processing & Multitasking,0.1112,0.7895,1.003
"8 GB, DDR4",Intel,0.3877,0.7148,1.0027
Intel,"8 GB, DDR4",0.3877,0.5438,1.0027
"4 GB, DDR4, Intel",Processing & Multitasking,0.0593,0.7887,1.0021
"8 GB, DDR4, Processing & Multitasking, Thin and Light Laptop",Intel,0.196,0.7143,1.0019
"Core i3, Intel",Processing & Multitasking,0.1737,0.7885,1.0018
Core i3,Processing & Multitasking,0.1737,0.7885,1.0018
"Core i3, DDR4, Windows 11 Home",Processing & Multitasking,0.071,0.7882,1.0015
"Core i3, DDR4, Intel, Windows 11 Home",Processing & Multitasking,0.071,0.7882,1.0015
"DDR4, Processing & Multitasking, Windows 10 Home",Intel,0.2405,0.7138,1.0013
Processing & Multitasking,"DDR4, Intel",0.4841,0.6151,1.0011
"DDR4, Intel",Processing & Multitasking,0.4841,0.7879,1.0011
"Intel, Performance",DDR4,0.0508,0.8727,1.001
"8 GB, Laptop","DDR4, Processing & Multitasking",0.0572,0.675,1.0003
"8 GB, DDR4, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.0784,0.7872,1.0002
"16 GB, DDR4, Intel",Processing & Multitasking,0.1176,0.7872,1.0002
"Core i5, Intel, Processing & Multitasking",DDR4,0.2288,0.871,0.999
"Core i5, Processing & Multitasking",DDR4,0.2288,0.871,0.999
"8 GB, Intel, Windows 11 Home",Processing & Multitasking,0.1229,0.7838,0.9958
DDR4,Thin and Light Laptop,0.446,0.5115,0.9957
Thin and Light Laptop,DDR4,0.446,0.868,0.9957
Laptop,"DDR4, Processing & Multitasking",0.0932,0.6718,0.9955
Processing & Multitasking,"8 GB, DDR4",0.4248,0.5397,0.9951
"8 GB, DDR4",Processing & Multitasking,0.4248,0.7832,0.9951
"16 GB, Intel, Windows 11 Home",Processing & Multitasking,0.0689,0.7831,0.995
"AMD, Processing & Multitasking, Windows 10 Home",DDR4,0.0964,0.8667,0.9941
"DDR4, Windows 11 Home",Intel,0.2267,0.7086,0.9939
"AMD, DDR4, Windows 11 Home",8 GB,0.053,0.5682,0.9933
"DDR4, Everyday Use, Processing & Multitasking",Intel,0.0847,0.708,0.993
Ryzen 7 Octa Core,DDR4,0.0614,0.8657,0.9929
"AMD, Ryzen 7 Octa Core",DDR4,0.0614,0.8657,0.9929
"Core i3, DDR4",Processing & Multitasking,0.1663,0.7811,0.9924
"Core i3, DDR4, Intel",Processing & Multitasking,0.1663,0.7811,0.9924
"8 GB, Intel, Windows 11 Home","DDR4, Processing & Multitasking",0.1049,0.6689,0.9913
"AMD, Processing & Multitasking","8 GB, DDR4",0.107,0.5372,0.9905
"16 GB, Windows 10 Home",Processing & Multitasking,0.1081,0.7786,0.9893
"8 GB, DDR4, Everyday Use, Windows 11 Home",Intel,0.0583,0.7051,0.9891
"Intel, Processing & Multitasking","8 GB, DDR4",0.3061,0.5362,0.9886
"8 GB, DDR4","Intel, Processing & Multitasking",0.3061,0.5645,0.9886
DDR4,Intel,0.6144,0.7047,0.9885
Intel,DDR4,0.6144,0.8618,0.9885
"8 GB, Everyday Use, Processing & Multitasking",Intel,0.0657,0.7045,0.9882
"8 GB, Core i3",Processing & Multitasking,0.1367,0.7771,0.9873
"8 GB, Core i3, Intel",Processing & Multitasking,0.1367,0.7771,0.9873
"AMD, Gaming",DDR4,0.0847,0.8602,0.9867
"Processing & Multitasking, Windows 10 Home",Intel,0.2638,0.7034,0.9866
"Intel, Windows 10 Home",Thin and Light Laptop,0.1578,0.5068,0.9864
"DDR4, Ryzen 5 Hexa Core",Processing & Multitasking,0.0657,0.775,0.9847
"AMD, DDR4, Ryzen 5 Hexa Core",Processing & Multitasking,0.0657,0.775,0.9847
"Intel, Processing & Multitasking, Windows 11 Home",8 GB,0.1229,0.5631,0.9844
"AMD, DDR4, Windows 10 Home",8 GB,0.071,0.563,0.9843
"16 GB, Processing & Multitasking",Intel,0.1642,0.7014,0.9838
DDR4,Processing & Multitasking,0.6748,0.774,0.9834
Processing & Multitasking,DDR4,0.6748,0.8573,0.9834
"8 GB, Windows 11 Home",Processing & Multitasking,0.1631,0.7739,0.9832
Windows 11 Home,"Intel, Processing & Multitasking",0.2182,0.5613,0.9831
"16 GB, DDR4, Intel, Windows 10 Home",Processing & Multitasking,0.054,0.7727,0.9818
"Core i5, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.0519,0.6622,0.9813
"Core i5, Intel, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.0519,0.6622,0.9813
"16 GB, Windows 11 Home",Thin and Light Laptop,0.0689,0.5039,0.9807
"AMD, Gaming, Windows 10 Home",DDR4,0.0561,0.8548,0.9805
"Intel, Windows 11 Home",Processing & Multitasking,0.2182,0.7715,0.9803
"Processing & Multitasking, Thin and Light Laptop",DDR4,0.3983,0.8545,0.9802
"Intel, Thin and Light Laptop",DDR4,0.3294,0.8544,0.98
"8 GB, Intel, Processing & Multitasking, Windows 11 Home",DDR4,0.1049,0.8534,0.9789
"8 GB, Core i3, DDR4, Windows 11 Home",Processing & Multitasking,0.0604,0.7703,0.9786
"8 GB, Core i3, DDR4, Intel, Windows 11 Home",Processing & Multitasking,0.0604,0.7703,0.9786
"4 GB, Intel","DDR4, Processing & Multitasking",0.0593,0.6588,0.9763
AMD,"DDR4, Processing & Multitasking",0.178,0.6588,0.9763
AMD,"8 GB, DDR4",0.143,0.5294,0.9761
"DDR4, Windows 10 Home",Intel,0.2881,0.6957,0.9758
"Processing & Multitasking, Windows 11 Home",8 GB,0.1631,0.558,0.9754
"8 GB, DDR4, Everyday Use, Processing & Multitasking",Intel,0.0604,0.6951,0.975
"8 GB, Core i3, DDR4, Intel",Processing & Multitasking,0.1292,0.7673,0.9749
"8 GB, Core i3, DDR4",Processing & Multitasking,0.1292,0.7673,0.9749
"Processing & Multitasking, Thin and Light Laptop, Windows 11 Home","8 GB, DDR4",0.1081,0.5285,0.9744
DDR4,"Intel, Processing & Multitasking",0.4841,0.5553,0.9725
"Intel, Processing & Multitasking",DDR4,0.4841,0.8479,0.9725
"AMD, DDR4, Windows 10 Home",Processing & Multitasking,0.0964,0.7647,0.9716
16 GB,Processing & Multitasking,0.2341,0.7647,0.9716
"16 GB, Processing & Multitasking, Windows 11 Home",Intel,0.0689,0.6915,0.9699
"Intel, Windows 11 Home",8 GB,0.1568,0.5543,0.969
"8 GB, Core i5, Windows 11 Home",DDR4,0.0519,0.8448,0.969
"8 GB, Core i5, Intel, Windows 11 Home",DDR4,0.0519,0.8448,0.969
4 GB,DDR4,0.0922,0.8447,0.9688
"DDR4, Intel, Windows 11 Home",Processing & Multitasking,0.1727,0.7617,0.9677
"8 GB, AMD, Ryzen 5 Hexa Core",Processing & Multitasking,0.054,0.7612,0.9671
"8 GB, Ryzen 5 Hexa Core",Processing & Multitasking,0.054,0.7612,0.9671
"AMD, Processing & Multitasking",8 GB,0.1102,0.5532,0.9671
Windows 10 Home,Intel,0.3114,0.6885,0.9658
"Gaming, Processing & Multitasking","DDR4, Intel",0.0646,0.5922,0.9639
"Core i5, Thin and Light Laptop",DDR4,0.1557,0.84,0.9635
"Core i5, Intel, Thin and Light Laptop",DDR4,0.1557,0.84,0.9635
"16 GB, Windows 10 Home",DDR4,0.1165,0.8397,0.9631
"Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.2913,0.8384,0.9617
"Processing & Multitasking, Thin and Light Laptop, Windows 11 Home","DDR4, Intel",0.1208,0.5907,0.9614
"Processing & Multitasking, Windows 11 Home","DDR4, Intel",0.1727,0.5906,0.9612
"8 GB, DDR4, Intel, Windows 11 Home",Processing & Multitasking,0.1049,0.7557,0.9602
"16 GB, DDR4, Processing & Multitasking, Thin and Light Laptop",Intel,0.0551,0.6842,0.9597
"4 GB, Intel",DDR4,0.0752,0.8353,0.9581
"8 GB, DDR4, Windows 11 Home","Intel, Processing & Multitasking",0.1049,0.547,0.9579
"8 GB, AMD, DDR4, Ryzen 5 Hexa Core",Processing & Multitasking,0.0519,0.7538,0.9578
"8 GB, DDR4, Ryzen 5 Hexa Core",Processing & Multitasking,0.0519,0.7538,0.9578
"16 GB, AMD",DDR4,0.0858,0.8351,0.9578
"8 GB, AMD",Processing & Multitasking,0.1102,0.7536,0.9575
Windows 11 Home,Processing & Multitasking,0.2924,0.752,0.9555
"8 GB, DDR4, Windows 11 Home",Processing & Multitasking,0.1441,0.7514,0.9546
"Thin and Light Laptop, Windows 11 Home",DDR4,0.1939,0.8318,0.9541
"16 GB, DDR4, Thin and Light Laptop",Intel,0.0561,0.6795,0.9531
"16 GB, Core i7, Intel",Processing & Multitasking,0.0731,0.75,0.9529
"16 GB, Core i7",Processing & Multitasking,0.0731,0.75,0.9529
"Core i5, Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.1451,0.8303,0.9524
"Core i5, Processing & Multitasking, Thin and Light Laptop",DDR4,0.1451,0.8303,0.9524
"8 GB, AMD, DDR4",Processing & Multitasking,0.107,0.7481,0.9505
"16 GB, DDR4, Processing & Multitasking",Intel,0.1176,0.6768,0.9494
Windows 11 Home,"DDR4, Intel",0.2267,0.5831,0.9491
"Core i5, Intel, Windows 11 Home","DDR4, Processing & Multitasking",0.0678,0.64,0.9484
"Core i5, Windows 11 Home","DDR4, Processing & Multitasking",0.0678,0.64,0.9484
Windows 11 Home,8 GB,0.2108,0.5422,0.9479
"Core i7, Intel",Processing & Multitasking,0.0869,0.7455,0.9471
Core i7,Processing & Multitasking,0.0869,0.7455,0.9471
"DDR4, Windows 11 Home",Processing & Multitasking,0.2383,0.745,0.9466
AMD,8 GB,0.1462,0.5412,0.9461
"DDR4, Windows 11 Home","Intel, Processing & Multitasking",0.1727,0.5397,0.9453
Windows 11 Home,DDR4,0.3199,0.8229,0.9439
"Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home","8 GB, DDR4",0.0784,0.5103,0.9409
"AMD, Windows 11 Home","8 GB, DDR4",0.053,0.5102,0.9407
16 GB,"Intel, Processing & Multitasking",0.1642,0.5363,0.9393
"16 GB, DDR4",Processing & Multitasking,0.1737,0.7387,0.9386
"AMD, Windows 11 Home","DDR4, Processing & Multitasking",0.0657,0.6327,0.9376
"Gaming, Gaming Laptop, Windows 10 Home","8 GB, DDR4",0.0646,0.5083,0.9372
"Core i7, Intel, Windows 10 Home",DDR4,0.0519,0.8167,0.9367
AMD,Processing & Multitasking,0.1992,0.7373,0.9367
"Core i7, Windows 10 Home",DDR4,0.0519,0.8167,0.9367
"4 GB, Processing & Multitasking",DDR4,0.0752,0.8161,0.9361
"Gaming, Gaming Laptop, Windows 10 Home","DDR4, Intel",0.0731,0.575,0.9359
"16 GB, DDR4, Windows 10 Home",Processing & Multitasking,0.0858,0.7364,0.9356
"Gaming Laptop, Windows 10 Home","DDR4, Intel",0.0773,0.5748,0.9355
"Intel, Thin and Light Laptop, Windows 11 Home",DDR4,0.1451,0.8155,0.9354
"16 GB, AMD, Processing & Multitasking",DDR4,0.0561,0.8154,0.9353
"Intel, Laptop","DDR4, Processing & Multitasking",0.0689,0.6311,0.9352
"Processing & Multitasking, Windows 11 Home",DDR4,0.2383,0.8152,0.9351
"16 GB, Intel, Windows 10 Home",DDR4,0.0699,0.8148,0.9346
"16 GB, Intel, Windows 10 Home","DDR4, Processing & Multitasking",0.054,0.6296,0.9331
"AMD, Processing & Multitasking, Windows 10 Home",8 GB,0.0593,0.5333,0.9323
"AMD, Processing & Multitasking, Windows 10 Home","8 GB, DDR4",0.0561,0.5048,0.9307
"AMD, Windows 10 Home","8 GB, DDR4",0.071,0.5038,0.9288
"Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.1653,0.8083,0.9271
16 GB,Intel,0.2023,0.6609,0.927
"16 GB, Windows 11 Home",Processing & Multitasking,0.0996,0.7287,0.9258
Windows 10,"DDR4, Processing & Multitasking",0.0614,0.6237,0.9242
"AMD, DDR4",Processing & Multitasking,0.178,0.7273,0.924
"16 GB, Thin and Light Laptop","DDR4, Processing & Multitasking",0.0805,0.623,0.9232
Windows 10,"Intel, Processing & Multitasking",0.0519,0.5269,0.9228
"AMD, Windows 10 Home",8 GB,0.0742,0.5263,0.9201
"Intel, Windows 11 Home",DDR4,0.2267,0.8015,0.9193
"4 GB, Intel, Processing & Multitasking",DDR4,0.0593,0.8,0.9176
"16 GB, Windows 10 Home","DDR4, Processing & Multitasking",0.0858,0.6183,0.9163
"16 GB, DDR4, Windows 11 Home",Processing & Multitasking,0.0678,0.7191,0.9136
"16 GB, Core i5, Intel",DDR4,0.0742,0.7955,0.9124
"16 GB, Core i5",DDR4,0.0742,0.7955,0.9124
"DDR4, Gaming Laptop, Processing & Multitasking",Intel,0.0667,0.6495,0.911
"16 GB, Processing & Multitasking, Windows 10 Home",DDR4,0.0858,0.7941,0.9109
"DDR4, Gaming, Processing & Multitasking",Intel,0.0646,0.6489,0.9102
Laptop,"Intel, Processing & Multitasking",0.072,0.5191,0.9091
Windows 11 Home,"DDR4, Processing & Multitasking",0.2383,0.6131,0.9086
"16 GB, Processing & Multitasking, Windows 10 Home",Intel,0.0699,0.6471,0.9076
"Intel, Processing & Multitasking, Windows 11 Home",DDR4,0.1727,0.7913,0.9076
"8 GB, Gaming","DDR4, Intel",0.0519,0.5568,0.9063
"Core i5, Intel, Windows 11 Home",DDR4,0.0837,0.79,0.9061
"Core i5, Windows 11 Home",DDR4,0.0837,0.79,0.9061
"Intel, Windows 11 Home","DDR4, Processing & Multitasking",0.1727,0.6105,0.9047
"DDR4, Laptop","Intel, Processing & Multitasking",0.0689,0.5159,0.9035
"Gaming Laptop, Processing & Multitasking",Intel,0.0689,0.6436,0.9027
"16 GB, Windows 11 Home",Intel,0.0879,0.6434,0.9025
"Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.1208,0.7862,0.9018
"16 GB, Core i5, Processing & Multitasking",DDR4,0.0657,0.7848,0.9002
"16 GB, Core i5, Intel, Processing & Multitasking",DDR4,0.0657,0.7848,0.9002
"16 GB, Gaming Laptop","DDR4, Intel",0.0689,0.5508,0.8966
"AMD, DDR4, Windows 11 Home",Processing & Multitasking,0.0657,0.7045,0.8951
"DDR4, Gaming, Processing & Multitasking",8 GB,0.0508,0.5106,0.8927
Laptop,Processing & Multitasking,0.0975,0.7023,0.8923
"AMD, Windows 11 Home",8 GB,0.053,0.5102,0.8919
"Gaming, Gaming Laptop, Processing & Multitasking",Intel,0.0572,0.6353,0.8911
"DDR4, Gaming, Gaming Laptop, Processing & Multitasking",Intel,0.0572,0.6353,0.8911
"Core i7, DDR4",Processing & Multitasking,0.0572,0.7013,0.891
"Core i7, DDR4, Intel",Processing & Multitasking,0.0572,0.7013,0.891
"16 GB, DDR4",Intel,0.1494,0.6351,0.8909
"DDR4, Gaming, Gaming Laptop, Windows 10 Home",8 GB,0.0646,0.5083,0.8886
"Gaming, Gaming Laptop, Windows 10 Home",8 GB,0.0646,0.5083,0.8886
2 in 1 Laptop,DDR4,0.0508,0.7742,0.888
"DDR4, Laptop",Processing & Multitasking,0.0932,0.6984,0.8874
"16 GB, Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.054,0.7727,0.8863
"16 GB, DDR4, Processing & Multitasking, Windows 10 Home",Intel,0.054,0.6296,0.8832
"16 GB, Windows 11 Home","Intel, Processing & Multitasking",0.0689,0.5039,0.8825
"16 GB, Windows 10 Home","Intel, Processing & Multitasking",0.0699,0.5038,0.8824
"AMD, Windows 11 Home",Processing & Multitasking,0.072,0.6939,0.8816
"DDR4, Gaming, Windows 10 Home",8 GB,0.0667,0.504,0.8811
16 GB,DDR4,0.2352,0.7682,0.8811
"8 GB, DDR4, Laptop",Processing & Multitasking,0.0572,0.6923,0.8796
"16 GB, DDR4","Intel, Processing & Multitasking",0.1176,0.5,0.8757
"Gaming Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.0794,0.5906,0.8752
"Gaming, Windows 10 Home","DDR4, Intel",0.0763,0.5373,0.8745
"Core i5, Processing & Multitasking, Windows 11 Home",DDR4,0.0678,0.7619,0.8739
"Core i5, Intel, Processing & Multitasking, Windows 11 Home",DDR4,0.0678,0.7619,0.8739
"8 GB, Laptop",Processing & Multitasking,0.0583,0.6875,0.8735
"Core i5, Intel, Thin and Light Laptop, Windows 11 Home",DDR4,0.0593,0.7568,0.868
"16 GB, Gaming, Gaming Laptop","DDR4, Intel",0.0593,0.5333,0.868
"Core i5, Thin and Light Laptop, Windows 11 Home",DDR4,0.0593,0.7568,0.868
"16 GB, Windows 10 Home",Intel,0.0858,0.6183,0.8673
"16 GB, Intel, Thin and Light Laptop","DDR4, Processing & Multitasking",0.0551,0.5843,0.8659
"16 GB, Intel","DDR4, Processing & Multitasking",0.1176,0.5812,0.8612
"16 GB, DDR4, Gaming Laptop",Intel,0.0689,0.6132,0.8601
"16 GB, Gaming Laptop",Intel,0.0763,0.6102,0.8559
"Intel, Windows 10",Processing & Multitasking,0.0519,0.6712,0.8528
"Gaming, Gaming Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.0731,0.575,0.8521
"16 GB, AMD",Processing & Multitasking,0.0689,0.6701,0.8514
"16 GB, Processing & Multitasking",DDR4,0.1737,0.7421,0.8512
"Gaming Laptop, Windows 11 Home",DDR4,0.0508,0.7385,0.847
"16 GB, Intel",DDR4,0.1494,0.7382,0.8468
"Gaming, Gaming Laptop","DDR4, Intel",0.1049,0.5183,0.8436
"16 GB, DDR4, Windows 10 Home",Intel,0.0699,0.6,0.8416
Gaming Laptop,"DDR4, Intel",0.1144,0.5167,0.841
16 GB,"DDR4, Processing & Multitasking",0.1737,0.5675,0.841
"Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.0519,0.7313,0.8389
"Core i5, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",DDR4,0.0519,0.7313,0.8389
"Intel, Laptop",Processing & Multitasking,0.072,0.6602,0.8388
"Everyday Use, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.053,0.6579,0.8359
"Everyday Use, Windows 11 Home","DDR4, Processing & Multitasking",0.0657,0.5636,0.8353
"16 GB, DDR4, Windows 11 Home",Intel,0.0561,0.5955,0.8353
"DDR4, Intel, Laptop",Processing & Multitasking,0.0689,0.6566,0.8342
"16 GB, AMD, DDR4",Processing & Multitasking,0.0561,0.6543,0.8313
"Gaming, Processing & Multitasking",Intel,0.0646,0.5922,0.8307
"Everyday Use, Thin and Light Laptop","DDR4, Processing & Multitasking",0.0689,0.5603,0.8304
Gaming,"DDR4, Intel",0.1133,0.5095,0.8293
"16 GB, Gaming","DDR4, Intel",0.0604,0.5089,0.8283
"16 GB, Gaming, Gaming Laptop",Intel,0.0657,0.5905,0.8282
"16 GB, DDR4, Gaming, Gaming Laptop",Intel,0.0593,0.5895,0.8268
"16 GB, Intel, Processing & Multitasking",DDR4,0.1176,0.7161,0.8214
"16 GB, Windows 10 Home","DDR4, Intel",0.0699,0.5038,0.82
Windows 10,Processing & Multitasking,0.0636,0.6452,0.8197
"DDR4, Windows 10",Processing & Multitasking,0.0614,0.6444,0.8188
"16 GB, Processing & Multitasking","DDR4, Intel",0.1176,0.5023,0.8175
"16 GB, DDR4, Gaming",Intel,0.0604,0.5816,0.8158
"16 GB, Processing & Multitasking, Windows 10 Home","DDR4, Intel",0.054,0.5,0.8138
"DDR4, Gaming Laptop, Windows 10 Home",Intel,0.0773,0.5794,0.8127
"16 GB, AMD","DDR4, Processing & Multitasking",0.0561,0.5464,0.8097
Everyday Use,"DDR4, Processing & Multitasking",0.1197,0.5459,0.809
"8 GB, Gaming","DDR4, Processing & Multitasking",0.0508,0.5455,0.8083
"DDR4, Gaming, Windows 10 Home",Intel,0.0763,0.576,0.8079
"Gaming, Windows 10 Home","DDR4, Processing & Multitasking",0.0773,0.5448,0.8073
"DDR4, Gaming, Gaming Laptop, Windows 10 Home",Intel,0.0731,0.575,0.8065
"Gaming, Gaming Laptop, Windows 10 Home",Intel,0.0731,0.575,0.8065
"Gaming Laptop, Windows 10 Home",Intel,0.0773,0.5748,0.8063
Gaming Laptop,Intel,0.1271,0.5742,0.8054
"8 GB, Everyday Use, Thin and Light Laptop","DDR4, Processing & Multitasking",0.054,0.5426,0.804
Core i7,DDR4,0.0816,0.7,0.8029
"Core i7, Intel",DDR4,0.0816,0.7,0.8029
"DDR4, Gaming",Intel,0.1133,0.5722,0.8026
"Gaming, Gaming Laptop",Intel,0.1155,0.5707,0.8005
"Everyday Use, Thin and Light Laptop",Processing & Multitasking,0.0773,0.6293,0.7996
"Everyday Use, Intel, Thin and Light Laptop","DDR4, Processing & Multitasking",0.0519,0.5385,0.798
"Everyday Use, Windows 11 Home",Processing & Multitasking,0.0731,0.6273,0.797
"DDR4, Gaming Laptop",Intel,0.1144,0.5654,0.7931
"16 GB, Windows 11 Home",DDR4,0.0943,0.6899,0.7914
"16 GB, Gaming",Intel,0.0667,0.5625,0.789
"DDR4, Gaming, Gaming Laptop",Intel,0.1049,0.5593,0.7845
"8 GB, Everyday Use","DDR4, Processing & Multitasking",0.0869,0.529,0.784
"Everyday Use, Intel, Thin and Light Laptop",Processing & Multitasking,0.0593,0.6154,0.7819
Gaming,Intel,0.1239,0.5571,0.7815
"16 GB, Processing & Multitasking, Windows 11 Home",DDR4,0.0678,0.6809,0.781
"8 GB, DDR4, Gaming",Intel,0.0519,0.5568,0.781
"8 GB, Gaming",Intel,0.0519,0.5568,0.781
"Gaming Laptop, Intel","DDR4, Processing & Multitasking",0.0667,0.525,0.778
"Gaming, Windows 10 Home",Processing & Multitasking,0.0869,0.6119,0.7775
"Gaming, Intel","DDR4, Processing & Multitasking",0.0646,0.5214,0.7726
"8 GB, Everyday Use, Thin and Light Laptop",Processing & Multitasking,0.0604,0.6064,0.7704
"8 GB, Everyday Use, Windows 11 Home",Processing & Multitasking,0.053,0.6024,0.7654
"DDR4, Everyday Use, Windows 11 Home",Processing & Multitasking,0.0657,0.6019,0.7648
"DDR4, Everyday Use, Thin and Light Laptop",Processing & Multitasking,0.0689,0.6019,0.7647
"Gaming Laptop, Windows 10 Home",Processing & Multitasking,0.0805,0.5984,0.7603
"Everyday Use, Intel, Windows 11 Home",Processing & Multitasking,0.053,0.5952,0.7563
"DDR4, Gaming Laptop, Windows 10 Home",Processing & Multitasking,0.0794,0.5952,0.7563
"Core i7, Processing & Multitasking",DDR4,0.0572,0.6585,0.7554
"Core i7, Intel, Processing & Multitasking",DDR4,0.0572,0.6585,0.7554
"Gaming, Windows 10 Home",Intel,0.0763,0.5373,0.7537
"Everyday Use, Intel","DDR4, Processing & Multitasking",0.0847,0.5063,0.7504
"16 GB, Core i7",DDR4,0.0636,0.6522,0.7481
"16 GB, Core i7, Intel",DDR4,0.0636,0.6522,0.7481
